fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.604717079754431,0.3280556274061035,0.1881202005902508,3.54480139336546,0.06946278443664823,28.091451499149294,43.25459441585754,0.9961381899876511,3.3434619613937913,0.4576238218519078,10.915410402900811,8
7.260015893759505,0.489813796401707,0.2843420507965053,2.675506001091085,0.08511474891494886,5.262970165587037,52.90108955836291,0.9947439026642588,3.524982175990926,0.5608524640363257,9.82246111264435,8
9.050451195806458,0.5495303678126007,0.28759973471774125,2.17125821533301,0.05184543217286737,22.046796095887316,63.9968364443853,0.9951083994717019,3.3237280267259814,0.6897199081330732,11.674447216941239,8
9.240564716391214,0.6003466797631134,0.37873500601923493,3.385030968047911,0.05765909509218018,13.700323438139742,26.94635052438863,0.9937791952311524,3.3971165642994694,0.6384928049460294,9.77241246356308,8
6.348964811346164,0.6153471895751426,0.3368088996731663,2.843005150769291,0.12958494224056596,15.570729579198069,43.749837454247604,0.9946677992193995,3.3014825208410965,0.6295946917262383,9.763384716897765,8
6.997820493137683,0.625201668223991,0.29854968473196075,3.7286047935967934,0.06125154837451938,8.629710425072357,72.66619985786151,0.9954629749678884,3.2844388628253696,0.6408978154343927,10.941131610804533,8
8.427840403167286,0.4881529913301875,0.38706423129756495,2.646587549777525,0.0650642884309072,13.658806793508862,32.615411881373845,0.9972053775290679,3.193077640491187,0.6844065888743932,11.162926482336937,8
7.983757407656419,0.474517784880252,0.17489895565417196,1.5204247746235997,0.12373827056642628,25.10031216289271,31.19949968877423,0.998581154746749,3.374545203843633,0.5389756749668271,10.848099363936203,8
8.283198842495711,0.6329571057508585,0.2188198773800202,1.4054726406034679,0.14510134338480812,20.078586693913948,49.64151145296148,0.9939267277269345,3.1822694216221348,0.7448219569078861,8.714402682615193,8
7.4469560724264205,0.5070434810142063,0.19587392468755804,3.820742345785,0.06356866742349315,28.12618123786961,61.198933428735764,0.9965892412023899,3.4098377854470145,0.7395199164462581,10.938034439928252,8
9.179397974862828,0.37691764119944937,0.23881521574753858,3.878932576626638,0.07963502086423939,24.241883222843853,46.205669000091866,0.9944391840912636,3.4727930506668865,0.7062045525187322,9.365691948325601,8
9.07779193542895,0.39400553431958235,0.15986510819549532,2.3563846293739195,0.09383111101881018,19.073606752507033,69.9212906278658,0.9967120456326948,3.3649797110855846,0.7267840131301516,10.635276111588263,8
8.366030697561216,0.41966572567980664,0.32081207574515236,2.19345014309121,0.12157395288811185,28.207541683174547,61.42229168619748,0.9958033700239685,3.267062689966646,0.6955701600970392,8.97626556460094,8
9.427241206968034,0.5896592892864517,0.25222218423209813,3.6691554337937617,0.06726285843143524,19.072952111168092,61.15276120402111,0.9932536412612287,3.3780948368963046,0.9042087963277281,10.846322147543065,8
8.767509342252046,0.5470910883284679,0.1523354964397874,1.6143634543652094,0.08209444308115779,21.795917237579413,55.97409702383368,0.9973924454873527,3.2636990416680383,0.6495486994736989,9.593401095692627,8
7.440707537116762,0.6128582424881323,0.18875367350339667,1.7842183848353388,0.10254675152123488,13.924003325257042,87.89775580622953,0.9950924989307869,3.4503320688197725,0.6231500137998508,9.11736534973948,8
8.6687507840825,0.4787296824396159,0.29508110779601565,3.0146614357512354,0.09569532148933237,16.465820711014434,42.3070896004112,0.9951991496424397,3.0352890873677314,0.5695766903571147,11.1138201364824,8
7.341117399171002,0.5490247629292058,0.3370501254315505,2.184315901712328,0.07947687857539801,11.11803323689806,9.936598742802751,0.9943953713830654,3.259658894782203,0.5361284795306596,10.641644521676751,8
9.178450301307274,0.6050708472760804,0.42973847133534293,2.495902506623943,0.08432354070967917,22.92708754216397,74.87657850730854,0.9950185750849687,3.0113782007314005,0.510663385487871,9.786023198607102,8
8.250074089013747,0.4928784152335714,0.5031089972805864,2.36924568118039,0.05950208383260036,7.751874638195941,37.76141024277714,0.9966418356610424,3.0857408754659192,0.5533443224122898,11.851178849021064,8
8.11513763645474,0.5848130285068894,0.30315275466207975,2.7700596390391468,0.08223652512050669,21.47645239692363,47.941847998174595,0.9957161334885953,3.5145793344720864,0.6515183542017515,9.959347578430258,8
7.619070455596059,0.4505688870720019,0.19083695039745088,3.6259854890509735,0.0816722501998209,14.665442597463883,69.57191232748949,0.9964929930034238,3.444277747295753,0.7001154154197258,10.432107673970934,8
9.522541338674031,0.4864335384121914,0.09943629754149527,2.5724679255213965,0.09164339779252512,24.198729654271236,17.159328260939343,0.9965428827808933,3.2020779650072817,0.6661370470262594,10.668913447678602,8
8.145470517931198,0.48419145272020053,0.2914169169875069,3.0151510346214865,0.07589345562361967,21.256082921118818,23.47035014608949,0.9979809924832922,3.0846244815938655,0.5681357667084345,9.780334065871386,8
7.871672177836894,0.3864992425293153,0.20496471237517394,0.859862319175182,0.09643077045090277,28.744523103527612,17.176997131860634,0.9954858207737034,2.8653206743237525,0.7680221476823956,10.87113629339993,8
7.947866449511771,0.5884366976942699,0.2367714191856252,2.4610252784559057,0.10725431635639657,21.115422837970513,31.70554677954237,0.9937847132747314,3.228475673810105,0.7487295206761138,9.866547652835276,8
8.832309185553349,0.4736717191756732,0.22103225607521537,1.825415783765703,0.09010858655336931,4.995718210427315,53.913458908305884,0.997600833624858,3.6730622518371105,0.640842203109358,9.988361677783791,8
8.66544406436408,0.5314992942473226,0.2587367290866892,1.5249495516610976,0.09403512816798407,15.531327789712595,55.43538117062988,0.9955027677418541,3.375232640719547,0.5816500626402346,11.762642639803342,8
8.712732611595989,0.5876895990687091,0.3552784184630115,1.7974781064569993,0.08806310695155734,7.795949651836288,50.972935227913965,0.9976718886668661,3.2260641570925768,0.725811350499576,9.359413947487567,8
8.730821003007883,0.5835837411235933,0.2825638853956276,2.2327012474393504,0.08700168786182828,12.372041103436077,20.570214089937405,0.9965750656697737,3.379762031425046,0.6825568304983326,8.0,7
10.441647600870462,0.6098462130767344,0.25730921303690496,3.2327220338848104,0.07256883932914304,26.57859903293705,8.0,0.995803293704695,3.0758562470508335,0.4862247288701943,12.010936995011894,8
7.893584983615385,0.5181817418588692,0.18714769977393508,1.4388858258083488,0.09332988523346615,20.46273667628387,46.97836453702688,0.9965231638410694,3.2654014955953548,0.6518423692818714,12.949327952607003,8
7.787757270928464,0.4792042025547016,0.13602536442365146,2.524505194075534,0.0850542680317302,11.107486999948776,37.508031394509956,0.9989265188401895,3.324921620952361,0.6914442974489258,9.994730734550668,8
7.4862272717521225,0.5204338146912322,0.23109536727413355,2.1126644533331373,0.12886336617861188,8.903978434917207,54.26894389089901,0.9991154707935807,3.297084902226843,0.5520366256214696,8.463161959379814,7
8.915979422575496,0.32751986792503646,0.2656973959345344,2.237861524510431,0.11846709804950484,16.229474650133824,58.63516527198286,0.9961040717026992,3.4286209182535123,0.6827812071404932,10.089516023804057,8
9.428972292720893,0.35634650330922957,0.4114343930863906,3.3022062602436835,0.09471693105113001,7.484078954332105,48.488345777056274,0.9962402858899756,3.361696783935408,0.48542130176906534,10.113777050159332,8
8.186052542345125,0.37127604651747176,0.2804219617178309,2.9304923496031408,0.07173885580610465,11.302018058223933,59.68239553676537,0.9976143602361995,3.4102489027161997,0.8203423320014606,10.210076158977744,8
7.459843523037472,0.41033038068782224,0.34861916088184464,3.569918485954195,0.06475177056033163,18.184066300858706,50.12580473407123,0.994731508450849,3.206744157665386,0.8097539982071318,9.286611958078153,8
7.475518784308761,0.5779729072068124,0.23005635211686787,2.3763954566000796,0.1108228590617773,24.087184252746873,55.5411647008264,0.9964996055589274,3.4446723112615825,0.6296979198836443,10.979561142476477,8
8.950592787824702,0.42134251335679274,0.17520449868663807,1.9432459106634377,0.09225498450294277,20.26133030557108,33.31588126834212,0.9959612057280692,3.5543405421435987,0.7036145205406888,10.924507375286087,8
9.043254171203444,0.48462049351527325,0.19279065902141027,2.3209129464956004,0.0966028680678322,2.0,42.76699455103375,0.9964708623171863,3.164477572052288,0.37080936410401505,8.905594380180695,8
8.843154268305195,0.6859073957343279,0.21198191483713977,2.6939974330169774,0.05210828026051614,18.130567103211817,49.541969739825234,0.9947499467910759,3.1768456516428163,0.5212382807681601,11.099196731694889,8
7.634490292711306,0.4872483234726289,0.4402775785948132,2.641258686762969,0.10554876963116361,16.504235012628044,60.769512557513536,0.9936156487600365,3.510367650448035,0.6247465295817445,12.452684981945891,8
8.53216132306672,0.6185018682160504,0.20428906566204913,1.6324895422133068,0.09608840676428726,18.897231997608852,38.912658899957705,0.992890524846013,3.281298401995741,0.5313440374287769,10.57196033243706,8
8.416685809140729,0.41796587839881477,0.3370791362989076,2.5723918253022995,0.06479138631171044,27.31346777155845,55.38101060317803,0.9943239238305156,3.5205732088099837,0.7457275779156791,10.062674837931494,8
8.518688596729014,0.5053474930558844,0.19776582575303792,2.6825826641111243,0.07756950385100102,2.0,41.21490174552318,0.9953119870725909,3.2436196432161726,0.8996755836897593,10.257996785592479,8
9.17142877794819,0.4159973534107303,0.34452584102993955,4.513979230027136,0.09227434408713038,11.862276023662261,43.88424098809365,0.9955602126200268,3.528256836440607,0.5188062336684838,11.015256766968562,8
